"Town","FIPS","Year","Admission Type","Measure Type","Variable","Value"
"Plainville","0900360120","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",115.31
"Plainville","0900360120","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.41
"Plainville","0900360120","2020","Total","Number","DMHAS Admissions",271
"Plainville","0900360120","2020","Total","Rate (per 10,000)","DMHAS Admissions",153.93
"Plainville","0900360120","2020","Total","Rate (per 10,000)","Margins of Error",0.55
"Plymouth","0900560750","2010","Mental Health","Number","DMHAS Admissions",67
"Plymouth","0900560750","2010","Mental Health","Percent","DMHAS Admissions",19.14
"Plymouth","0900560750","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",54.86
"Plymouth","0900560750","2010","Mental Health","Rate (per 10,000)","Margins of Error",0.18
"Plymouth","0900560750","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",21
"Plymouth","0900560750","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6
"Plymouth","0900560750","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",17.19
"Plymouth","0900560750","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.05
"Plymouth","0900560750","2010","Substance Abuse","Number","DMHAS Admissions",262
"Plymouth","0900560750","2010","Substance Abuse","Percent","DMHAS Admissions",74.86
"Plymouth","0900560750","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",214.53
"Plymouth","0900560750","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",0.69
"Plymouth","0900560750","2010","Total","Number","DMHAS Admissions",350
"Plymouth","0900560750","2010","Total","Rate (per 10,000)","DMHAS Admissions",286.58
"Plymouth","0900560750","2010","Total","Rate (per 10,000)","Margins of Error",0.92
"Plymouth","0900560750","2011","Mental Health","Number","DMHAS Admissions",77
"Plymouth","0900560750","2011","Mental Health","Percent","DMHAS Admissions",27.6
"Plymouth","0900560750","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",63.02
"Plymouth","0900560750","2011","Mental Health","Rate (per 10,000)","Margins of Error",0.11
"Plymouth","0900560750","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Plymouth","0900560750","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Plymouth","0900560750","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Plymouth","0900560750","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Plymouth","0900560750","2011","Substance Abuse","Number","DMHAS Admissions",192
"Plymouth","0900560750","2011","Substance Abuse","Percent","DMHAS Admissions",68.82
"Plymouth","0900560750","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",157.15
"Plymouth","0900560750","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",0.27
"Plymouth","0900560750","2011","Total","Number","DMHAS Admissions",279
"Plymouth","0900560750","2011","Total","Rate (per 10,000)","DMHAS Admissions",228.35
"Plymouth","0900560750","2011","Total","Rate (per 10,000)","Margins of Error",0.39
"Plymouth","0900560750","2012","Mental Health","Number","DMHAS Admissions",78
"Plymouth","0900560750","2012","Mental Health","Percent","DMHAS Admissions",26.99
"Plymouth","0900560750","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",63.97
"Plymouth","0900560750","2012","Mental Health","Rate (per 10,000)","Margins of Error",0.09
"Plymouth","0900560750","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Plymouth","0900560750","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Plymouth","0900560750","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Plymouth","0900560750","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Plymouth","0900560750","2012","Substance Abuse","Number","DMHAS Admissions",199
"Plymouth","0900560750","2012","Substance Abuse","Percent","DMHAS Admissions",68.86
"Plymouth","0900560750","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",163.21
"Plymouth","0900560750","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",0.24
"Plymouth","0900560750","2012","Total","Number","DMHAS Admissions",289
"Plymouth","0900560750","2012","Total","Rate (per 10,000)","DMHAS Admissions",237.02
"Plymouth","0900560750","2012","Total","Rate (per 10,000)","Margins of Error",0.35
"Plymouth","0900560750","2013","Mental Health","Number","DMHAS Admissions",65
"Plymouth","0900560750","2013","Mental Health","Percent","DMHAS Admissions",23.3
"Plymouth","0900560750","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",53.51
"Plymouth","0900560750","2013","Mental Health","Rate (per 10,000)","Margins of Error",0.17
"Plymouth","0900560750","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Plymouth","0900560750","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Plymouth","0900560750","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Plymouth","0900560750","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Plymouth","0900560750","2013","Substance Abuse","Number","DMHAS Admissions",207
"Plymouth","0900560750","2013","Substance Abuse","Percent","DMHAS Admissions",74.19
"Plymouth","0900560750","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",170.4
"Plymouth","0900560750","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",0.53
"Plymouth","0900560750","2013","Total","Number","DMHAS Admissions",279
"Plymouth","0900560750","2013","Total","Rate (per 10,000)","DMHAS Admissions",229.67
"Plymouth","0900560750","2013","Total","Rate (per 10,000)","Margins of Error",0.72
"Plymouth","0900560750","2014","Mental Health","Number","DMHAS Admissions",71
"Plymouth","0900560750","2014","Mental Health","Percent","DMHAS Admissions",22.54
"Plymouth","0900560750","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",58.75
"Plymouth","0900560750","2014","Mental Health","Rate (per 10,000)","Margins of Error",0.1
"Plymouth","0900560750","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",16
"Plymouth","0900560750","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",5.08
"Plymouth","0900560750","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",13.24
"Plymouth","0900560750","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.02
"Plymouth","0900560750","2014","Substance Abuse","Number","DMHAS Admissions",228
"Plymouth","0900560750","2014","Substance Abuse","Percent","DMHAS Admissions",72.38
"Plymouth","0900560750","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",188.66
"Plymouth","0900560750","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",0.31
"Plymouth","0900560750","2014","Total","Number","DMHAS Admissions",315
"Plymouth","0900560750","2014","Total","Rate (per 10,000)","DMHAS Admissions",260.65
"Plymouth","0900560750","2014","Total","Rate (per 10,000)","Margins of Error",0.43
"Plymouth","0900560750","2015","Mental Health","Number","DMHAS Admissions",62
"Plymouth","0900560750","2015","Mental Health","Percent","DMHAS Admissions",19.08
"Plymouth","0900560750","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",51.65
"Plymouth","0900560750","2015","Mental Health","Rate (per 10,000)","Margins of Error",0.09
"Plymouth","0900560750","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",22
"Plymouth","0900560750","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",6.77
"Plymouth","0900560750","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",18.33
"Plymouth","0900560750","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Plymouth","0900560750","2015","Substance Abuse","Number","DMHAS Admissions",241
"Plymouth","0900560750","2015","Substance Abuse","Percent","DMHAS Admissions",74.15
"Plymouth","0900560750","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",200.77
"Plymouth","0900560750","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",0.33
"Plymouth","0900560750","2015","Total","Number","DMHAS Admissions",325
"Plymouth","0900560750","2015","Total","Rate (per 10,000)","DMHAS Admissions",270.74
"Plymouth","0900560750","2015","Total","Rate (per 10,000)","Margins of Error",0.45
"Plymouth","0900560750","2016","Mental Health","Number","DMHAS Admissions",79
"Plymouth","0900560750","2016","Mental Health","Percent","DMHAS Admissions",22.51
"Plymouth","0900560750","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",66.24
"Plymouth","0900560750","2016","Mental Health","Rate (per 10,000)","Margins of Error",0.11
"Plymouth","0900560750","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",19
"Plymouth","0900560750","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",5.41
"Plymouth","0900560750","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",15.93
"Plymouth","0900560750","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.03
"Plymouth","0900560750","2016","Substance Abuse","Number","DMHAS Admissions",253
"Plymouth","0900560750","2016","Substance Abuse","Percent","DMHAS Admissions",72.08
"Plymouth","0900560750","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",212.14
"Plymouth","0900560750","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",0.36
"Plymouth","0900560750","2016","Total","Number","DMHAS Admissions",351
"Plymouth","0900560750","2016","Total","Rate (per 10,000)","DMHAS Admissions",294.31
"Plymouth","0900560750","2016","Total","Rate (per 10,000)","Margins of Error",0.49
"Plymouth","0900560750","2017","Mental Health","Number","DMHAS Admissions",58
"Plymouth","0900560750","2017","Mental Health","Percent","DMHAS Admissions",18.71
"Plymouth","0900560750","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",48.79
"Plymouth","0900560750","2017","Mental Health","Rate (per 10,000)","Margins of Error",0.15
"Plymouth","0900560750","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",17
"Plymouth","0900560750","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",5.48
"Plymouth","0900560750","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",14.3
"Plymouth","0900560750","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0.04
"Plymouth","0900560750","2017","Substance Abuse","Number","DMHAS Admissions",235
"Plymouth","0900560750","2017","Substance Abuse","Percent","DMHAS Admissions",75.81
"Plymouth","0900560750","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",197.68
"Plymouth","0900560750","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",0.6
"Plymouth","0900560750","2017","Total","Number","DMHAS Admissions",310
"Plymouth","0900560750","2017","Total","Rate (per 10,000)","DMHAS Admissions",260.77
"Plymouth","0900560750","2017","Total","Rate (per 10,000)","Margins of Error",0.79
"Plymouth","0900560750","2018","Mental Health","Number","DMHAS Admissions",60
"Plymouth","0900560750","2018","Mental Health","Percent","DMHAS Admissions",20.13
"Plymouth","0900560750","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",50.93
"Plymouth","0900560750","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.1
"Plymouth","0900560750","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Plymouth","0900560750","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Plymouth","0900560750","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Plymouth","0900560750","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Plymouth","0900560750","2018","Substance Abuse","Number","DMHAS Admissions",226
"Plymouth","0900560750","2018","Substance Abuse","Percent","DMHAS Admissions",75.84
"Plymouth","0900560750","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",191.82
"Plymouth","0900560750","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.36
"Plymouth","0900560750","2018","Total","Number","DMHAS Admissions",298
"Plymouth","0900560750","2018","Total","Rate (per 10,000)","DMHAS Admissions",252.93
"Plymouth","0900560750","2018","Total","Rate (per 10,000)","Margins of Error",0.47
"Plymouth","0900560750","2019","Mental Health","Number","DMHAS Admissions",37
"Plymouth","0900560750","2019","Mental Health","Percent","DMHAS Admissions",23.87
"Plymouth","0900560750","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",31.59
"Plymouth","0900560750","2019","Mental Health","Rate (per 10,000)","Margins of Error",0.06
"Plymouth","0900560750","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Plymouth","0900560750","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Plymouth","0900560750","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Plymouth","0900560750","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Plymouth","0900560750","2019","Substance Abuse","Number","DMHAS Admissions",112
"Plymouth","0900560750","2019","Substance Abuse","Percent","DMHAS Admissions",72.26
"Plymouth","0900560750","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",95.64
"Plymouth","0900560750","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",0.2
"Plymouth","0900560750","2019","Total","Number","DMHAS Admissions",155
"Plymouth","0900560750","2019","Total","Rate (per 10,000)","DMHAS Admissions",132.35
"Plymouth","0900560750","2019","Total","Rate (per 10,000)","Margins of Error",0.27
"Plymouth","0900560750","2020","Mental Health","Number","DMHAS Admissions",37
"Plymouth","0900560750","2020","Mental Health","Percent","DMHAS Admissions",23.87
"Plymouth","0900560750","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",31.77
"Plymouth","0900560750","2020","Mental Health","Rate (per 10,000)","Margins of Error",0.13
"Plymouth","0900560750","2020","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Plymouth","0900560750","2020","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Plymouth","0900560750","2020","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Plymouth","0900560750","2020","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Plymouth","0900560750","2020","Substance Abuse","Number","DMHAS Admissions",112
"Plymouth","0900560750","2020","Substance Abuse","Percent","DMHAS Admissions",72.26
"Plymouth","0900560750","2020","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",96.17
"Plymouth","0900560750","2020","Substance Abuse","Rate (per 10,000)","Margins of Error",0.39
"Plymouth","0900560750","2020","Total","Number","DMHAS Admissions",155
"Plymouth","0900560750","2020","Total","Rate (per 10,000)","DMHAS Admissions",133.09
"Plymouth","0900560750","2020","Total","Rate (per 10,000)","Margins of Error",0.54
"Pomfret","0901561030","2010","Mental Health","Number","DMHAS Admissions",24
"Pomfret","0901561030","2010","Mental Health","Percent","DMHAS Admissions",52.17
"Pomfret","0901561030","2010","Mental Health","Rate (per 10,000)","DMHAS Admissions",57.18
"Pomfret","0901561030","2010","Mental Health","Rate (per 10,000)","Margins of Error",0.27
"Pomfret","0901561030","2010","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2010","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2010","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2010","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2010","Substance Abuse","Number","DMHAS Admissions",21
"Pomfret","0901561030","2010","Substance Abuse","Percent","DMHAS Admissions",45.65
"Pomfret","0901561030","2010","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",50.04
"Pomfret","0901561030","2010","Substance Abuse","Rate (per 10,000)","Margins of Error",0.24
"Pomfret","0901561030","2010","Total","Number","DMHAS Admissions",46
"Pomfret","0901561030","2010","Total","Rate (per 10,000)","DMHAS Admissions",109.6
"Pomfret","0901561030","2010","Total","Rate (per 10,000)","Margins of Error",0.52
"Pomfret","0901561030","2011","Mental Health","Number","DMHAS Admissions",29
"Pomfret","0901561030","2011","Mental Health","Percent","DMHAS Admissions",50.88
"Pomfret","0901561030","2011","Mental Health","Rate (per 10,000)","DMHAS Admissions",68.57
"Pomfret","0901561030","2011","Mental Health","Rate (per 10,000)","Margins of Error",0.62
"Pomfret","0901561030","2011","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2011","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2011","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2011","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2011","Substance Abuse","Number","DMHAS Admissions",19
"Pomfret","0901561030","2011","Substance Abuse","Percent","DMHAS Admissions",33.33
"Pomfret","0901561030","2011","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",44.93
"Pomfret","0901561030","2011","Substance Abuse","Rate (per 10,000)","Margins of Error",0.4
"Pomfret","0901561030","2011","Total","Number","DMHAS Admissions",57
"Pomfret","0901561030","2011","Total","Rate (per 10,000)","DMHAS Admissions",134.78
"Pomfret","0901561030","2011","Total","Rate (per 10,000)","Margins of Error",1.21
"Pomfret","0901561030","2012","Mental Health","Number","DMHAS Admissions",52
"Pomfret","0901561030","2012","Mental Health","Percent","DMHAS Admissions",62.65
"Pomfret","0901561030","2012","Mental Health","Rate (per 10,000)","DMHAS Admissions",122.9
"Pomfret","0901561030","2012","Mental Health","Rate (per 10,000)","Margins of Error",0.64
"Pomfret","0901561030","2012","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2012","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2012","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2012","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2012","Substance Abuse","Number","DMHAS Admissions",23
"Pomfret","0901561030","2012","Substance Abuse","Percent","DMHAS Admissions",27.71
"Pomfret","0901561030","2012","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",54.36
"Pomfret","0901561030","2012","Substance Abuse","Rate (per 10,000)","Margins of Error",0.28
"Pomfret","0901561030","2012","Total","Number","DMHAS Admissions",83
"Pomfret","0901561030","2012","Total","Rate (per 10,000)","DMHAS Admissions",196.17
"Pomfret","0901561030","2012","Total","Rate (per 10,000)","Margins of Error",1.02
"Pomfret","0901561030","2013","Mental Health","Number","DMHAS Admissions",42
"Pomfret","0901561030","2013","Mental Health","Percent","DMHAS Admissions",53.85
"Pomfret","0901561030","2013","Mental Health","Rate (per 10,000)","DMHAS Admissions",99.55
"Pomfret","0901561030","2013","Mental Health","Rate (per 10,000)","Margins of Error",0.5
"Pomfret","0901561030","2013","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2013","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2013","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2013","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2013","Substance Abuse","Number","DMHAS Admissions",29
"Pomfret","0901561030","2013","Substance Abuse","Percent","DMHAS Admissions",37.18
"Pomfret","0901561030","2013","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",68.74
"Pomfret","0901561030","2013","Substance Abuse","Rate (per 10,000)","Margins of Error",0.34
"Pomfret","0901561030","2013","Total","Number","DMHAS Admissions",78
"Pomfret","0901561030","2013","Total","Rate (per 10,000)","DMHAS Admissions",184.88
"Pomfret","0901561030","2013","Total","Rate (per 10,000)","Margins of Error",0.92
"Pomfret","0901561030","2014","Mental Health","Number","DMHAS Admissions",45
"Pomfret","0901561030","2014","Mental Health","Percent","DMHAS Admissions",57.69
"Pomfret","0901561030","2014","Mental Health","Rate (per 10,000)","DMHAS Admissions",106.74
"Pomfret","0901561030","2014","Mental Health","Rate (per 10,000)","Margins of Error",0.43
"Pomfret","0901561030","2014","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2014","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2014","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2014","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2014","Substance Abuse","Number","DMHAS Admissions",27
"Pomfret","0901561030","2014","Substance Abuse","Percent","DMHAS Admissions",34.62
"Pomfret","0901561030","2014","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",64.04
"Pomfret","0901561030","2014","Substance Abuse","Rate (per 10,000)","Margins of Error",0.26
"Pomfret","0901561030","2014","Total","Number","DMHAS Admissions",78
"Pomfret","0901561030","2014","Total","Rate (per 10,000)","DMHAS Admissions",185.01
"Pomfret","0901561030","2014","Total","Rate (per 10,000)","Margins of Error",0.75
"Pomfret","0901561030","2015","Mental Health","Number","DMHAS Admissions",28
"Pomfret","0901561030","2015","Mental Health","Percent","DMHAS Admissions",48.28
"Pomfret","0901561030","2015","Mental Health","Rate (per 10,000)","DMHAS Admissions",66.63
"Pomfret","0901561030","2015","Mental Health","Rate (per 10,000)","Margins of Error",0.41
"Pomfret","0901561030","2015","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2015","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2015","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2015","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2015","Substance Abuse","Number","DMHAS Admissions",25
"Pomfret","0901561030","2015","Substance Abuse","Percent","DMHAS Admissions",43.1
"Pomfret","0901561030","2015","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",59.5
"Pomfret","0901561030","2015","Substance Abuse","Rate (per 10,000)","Margins of Error",0.37
"Pomfret","0901561030","2015","Total","Number","DMHAS Admissions",58
"Pomfret","0901561030","2015","Total","Rate (per 10,000)","DMHAS Admissions",138.03
"Pomfret","0901561030","2015","Total","Rate (per 10,000)","Margins of Error",0.85
"Pomfret","0901561030","2016","Mental Health","Number","DMHAS Admissions",34
"Pomfret","0901561030","2016","Mental Health","Percent","DMHAS Admissions",51.52
"Pomfret","0901561030","2016","Mental Health","Rate (per 10,000)","DMHAS Admissions",81.3
"Pomfret","0901561030","2016","Mental Health","Rate (per 10,000)","Margins of Error",0.41
"Pomfret","0901561030","2016","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2016","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2016","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2016","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2016","Substance Abuse","Number","DMHAS Admissions",28
"Pomfret","0901561030","2016","Substance Abuse","Percent","DMHAS Admissions",42.42
"Pomfret","0901561030","2016","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",66.95
"Pomfret","0901561030","2016","Substance Abuse","Rate (per 10,000)","Margins of Error",0.34
"Pomfret","0901561030","2016","Total","Number","DMHAS Admissions",66
"Pomfret","0901561030","2016","Total","Rate (per 10,000)","DMHAS Admissions",157.82
"Pomfret","0901561030","2016","Total","Rate (per 10,000)","Margins of Error",0.79
"Pomfret","0901561030","2017","Mental Health","Number","DMHAS Admissions",39
"Pomfret","0901561030","2017","Mental Health","Percent","DMHAS Admissions",59.09
"Pomfret","0901561030","2017","Mental Health","Rate (per 10,000)","DMHAS Admissions",93.21
"Pomfret","0901561030","2017","Mental Health","Rate (per 10,000)","Margins of Error",0.8
"Pomfret","0901561030","2017","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2017","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2017","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2017","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2017","Substance Abuse","Number","DMHAS Admissions",25
"Pomfret","0901561030","2017","Substance Abuse","Percent","DMHAS Admissions",37.88
"Pomfret","0901561030","2017","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",59.75
"Pomfret","0901561030","2017","Substance Abuse","Rate (per 10,000)","Margins of Error",0.51
"Pomfret","0901561030","2017","Total","Number","DMHAS Admissions",66
"Pomfret","0901561030","2017","Total","Rate (per 10,000)","DMHAS Admissions",157.74
"Pomfret","0901561030","2017","Total","Rate (per 10,000)","Margins of Error",1.36
"Pomfret","0901561030","2018","Mental Health","Number","DMHAS Admissions",32
"Pomfret","0901561030","2018","Mental Health","Percent","DMHAS Admissions",52.46
"Pomfret","0901561030","2018","Mental Health","Rate (per 10,000)","DMHAS Admissions",76.68
"Pomfret","0901561030","2018","Mental Health","Rate (per 10,000)","Margins of Error",0.28
"Pomfret","0901561030","2018","Mental Health and Substance Abuse","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2018","Mental Health and Substance Abuse","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2018","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2018","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2018","Substance Abuse","Number","DMHAS Admissions",28
"Pomfret","0901561030","2018","Substance Abuse","Percent","DMHAS Admissions",45.9
"Pomfret","0901561030","2018","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",67.1
"Pomfret","0901561030","2018","Substance Abuse","Rate (per 10,000)","Margins of Error",0.24
"Pomfret","0901561030","2018","Total","Number","DMHAS Admissions",61
"Pomfret","0901561030","2018","Total","Rate (per 10,000)","DMHAS Admissions",146.18
"Pomfret","0901561030","2018","Total","Rate (per 10,000)","Margins of Error",0.53
"Pomfret","0901561030","2019","Mental Health","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2019","Mental Health","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2019","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
"Pomfret","0901561030","2019","Mental Health","Rate (per 10,000)","Margins of Error",-9999
"Pomfret","0901561030","2019","Mental Health and Substance Abuse","Number","DMHAS Admissions",0
"Pomfret","0901561030","2019","Mental Health and Substance Abuse","Percent","DMHAS Admissions",0
"Pomfret","0901561030","2019","Mental Health and Substance Abuse","Rate (per 10,000)","DMHAS Admissions",0
"Pomfret","0901561030","2019","Mental Health and Substance Abuse","Rate (per 10,000)","Margins of Error",0
"Pomfret","0901561030","2019","Substance Abuse","Number","DMHAS Admissions",21
"Pomfret","0901561030","2019","Substance Abuse","Percent","DMHAS Admissions",60
"Pomfret","0901561030","2019","Substance Abuse","Rate (per 10,000)","DMHAS Admissions",50.17
"Pomfret","0901561030","2019","Substance Abuse","Rate (per 10,000)","Margins of Error",0.29
"Pomfret","0901561030","2019","Total","Number","DMHAS Admissions",35
"Pomfret","0901561030","2019","Total","Rate (per 10,000)","DMHAS Admissions",83.61
"Pomfret","0901561030","2019","Total","Rate (per 10,000)","Margins of Error",0.48
"Pomfret","0901561030","2020","Mental Health","Number","DMHAS Admissions",-9999
"Pomfret","0901561030","2020","Mental Health","Percent","DMHAS Admissions",-9999
"Pomfret","0901561030","2020","Mental Health","Rate (per 10,000)","DMHAS Admissions",-9999
